row_id,order_id,date_key,customer_id,product_id,city,state,region,ship_mode,ship_date,shipping_days,discount,quantity,sales,profit,profit_margin_pct,cost
594,CA-2014-135405,2014-01-09 00:00:00,MS-17830,TEC-AC-10001266,Laredo,Texas,Central,Standard Class,2014-01-13 00:00:00,4,0.2,3,31.2,9.75,31.25,21.45
867,CA-2014-149020,2014-01-10 00:00:00,AJ-10780,FUR-FU-10000965,Springfield,Virginia,South,Standard Class,2014-01-15 00:00:00,5,0.0,1,51.94,212.954,410.0,-161.014
866,CA-2014-149020,2014-01-10 00:00:00,AJ-10780,OFF-LA-10004272,Springfield,Virginia,South,Standard Class,2014-01-15 00:00:00,5,0.0,1,2.89,13.583,470.0,-10.693
717,CA-2014-130092,2014-01-11 00:00:00,SV-20365,FUR-FU-10000010,Dover,Delaware,East,First Class,2014-01-14 00:00:00,3,0.0,2,9.94,30.814,310.0,-20.874000000000002
2979,CA-2014-109232,2014-01-13 00:00:00,ND-18370,FUR-CH-10000422,Mount Pleasant,South Carolina,South,Second Class,2014-01-16 00:00:00,3,0.0,6,545.94,873.504,160.0,-327.56399999999996
9629,CA-2014-118192,2014-01-13 00:00:00,MM-17920,OFF-PA-10002947,Newark,Ohio,East,Standard Class,2014-01-18 00:00:00,5,0.2,7,37.408,130.928,350.0,-93.52
9630,CA-2014-118192,2014-01-13 00:00:00,MM-17920,OFF-BI-10003476,Newark,Ohio,East,Standard Class,2014-01-18 00:00:00,5,0.7,2,3.438,-25.212,-733.3333,28.65
4939,CA-2014-157147,2014-01-13 00:00:00,BD-11605,FUR-BO-10003034,San Francisco,California,West,Standard Class,2014-01-18 00:00:00,5,0.15,3,333.999,39.294,11.7647,294.70500000000004
4940,CA-2014-157147,2014-01-13 00:00:00,BD-11605,OFF-AR-10003514,San Francisco,California,West,Standard Class,2014-01-18 00:00:00,5,0.0,5,19.9,6.567,33.0,13.332999999999998
4938,CA-2014-157147,2014-01-13 00:00:00,BD-11605,OFF-ST-10000078,San Francisco,California,West,Standard Class,2014-01-18 00:00:00,5,0.0,5,1325.85,238.653,18.0,1087.197
768,CA-2014-162775,2014-01-13 00:00:00,CS-12250,OFF-ST-10000025,Bossier City,Louisiana,South,Second Class,2014-01-15 00:00:00,2,0.0,6,572.58,343.548,60.0,229.03200000000004
767,CA-2014-162775,2014-01-13 00:00:00,CS-12250,OFF-BI-10004187,Bossier City,Louisiana,South,Second Class,2014-01-15 00:00:00,2,0.0,3,5.64,27.072,480.0,-21.432
764,CA-2014-162775,2014-01-13 00:00:00,CS-12250,OFF-EN-10001990,Bossier City,Louisiana,South,Second Class,2014-01-15 00:00:00,2,0.0,2,11.36,53.392,470.0,-42.032000000000004
765,CA-2014-162775,2014-01-13 00:00:00,CS-12250,OFF-EN-10001532,Bossier City,Louisiana,South,Second Class,2014-01-15 00:00:00,2,0.0,3,50.94,25.47,50.0,25.47
766,CA-2014-162775,2014-01-13 00:00:00,CS-12250,TEC-AC-10003174,Bossier City,Louisiana,South,Second Class,2014-01-15 00:00:00,2,0.0,6,646.74,258.696,40.0,388.044
6475,CA-2014-149524,2014-01-14 00:00:00,BS-11590,FUR-BO-10003433,Philadelphia,Pennsylvania,East,First Class,2014-01-15 00:00:00,1,0.5,4,61.96,-532.856,-860.0,594.816
1914,CA-2014-103366,2014-01-15 00:00:00,EH-13990,TEC-AC-10003628,Roswell,Georgia,South,First Class,2014-01-17 00:00:00,2,0.0,5,149.95,65.978,44.0,83.972
972,CA-2014-115791,2014-01-16 00:00:00,DL-13315,TEC-PH-10004614,Philadelphia,Pennsylvania,East,Second Class,2014-01-18 00:00:00,2,0.4,3,124.2,-31.05,-25.0,155.25
974,CA-2014-115791,2014-01-16 00:00:00,DL-13315,OFF-LA-10001074,Philadelphia,Pennsylvania,East,Second Class,2014-01-18 00:00:00,2,0.2,3,30.072,101.493,337.5,-71.42099999999999
973,CA-2014-115791,2014-01-16 00:00:00,DL-13315,OFF-BI-10001575,Philadelphia,Pennsylvania,East,Second Class,2014-01-18 00:00:00,2,0.7,2,18.588,-136.312,-733.3333,154.9
971,CA-2014-115791,2014-01-16 00:00:00,DL-13315,FUR-FU-10001095,Philadelphia,Pennsylvania,East,Second Class,2014-01-18 00:00:00,2,0.2,6,127.104,285.984,225.0,-158.88
5365,CA-2014-123477,2014-01-18 00:00:00,DW-13195,OFF-AP-10000692,Springfield,Oregon,West,Second Class,2014-01-21 00:00:00,3,0.2,4,64.864,64.864,100.0,0.0
5466,CA-2014-146591,2014-01-19 00:00:00,TS-21340,FUR-BO-10001972,Scottsdale,Arizona,West,First Class,2014-01-20 00:00:00,1,0.7,5,181.47,-320.597,-176.6667,502.067
5465,CA-2014-146591,2014-01-19 00:00:00,TS-21340,OFF-EN-10002504,Scottsdale,Arizona,West,First Class,2014-01-20 00:00:00,1,0.2,5,108.72,36.693,33.75,72.027
5464,CA-2014-146591,2014-01-19 00:00:00,TS-21340,OFF-PA-10000659,Scottsdale,Arizona,West,First Class,2014-01-20 00:00:00,1,0.2,4,56.064,196.224,350.0,-140.16
5463,CA-2014-146591,2014-01-19 00:00:00,TS-21340,OFF-BI-10003676,Scottsdale,Arizona,West,First Class,2014-01-20 00:00:00,1,0.7,10,32.34,-23.716,-73.3333,56.056000000000004
5737,CA-2014-148614,2014-01-20 00:00:00,MV-17485,OFF-PA-10002893,Los Angeles,California,West,Standard Class,2014-01-25 00:00:00,5,0.0,2,19.36,92.928,480.0,-73.568
5738,CA-2014-148614,2014-01-20 00:00:00,MV-17485,FUR-FU-10003194,Los Angeles,California,West,Standard Class,2014-01-25 00:00:00,5,0.0,2,19.3,5.79,30.0,13.510000000000002
6327,CA-2014-167927,2014-01-20 00:00:00,XP-21865,OFF-ST-10000760,Westland,Michigan,Central,Standard Class,2014-01-26 00:00:00,6,0.0,1,13.98,40.542,290.0,-26.562
6328,CA-2014-167927,2014-01-20 00:00:00,XP-21865,FUR-FU-10002918,Westland,Michigan,Central,Standard Class,2014-01-26 00:00:00,6,0.0,3,272.94,300.234,110.0,-27.293999999999983
6329,CA-2014-167927,2014-01-20 00:00:00,XP-21865,OFF-BI-10000605,Westland,Michigan,Central,Standard Class,2014-01-26 00:00:00,6,0.0,5,19.05,89.535,470.0,-70.485
6330,CA-2014-167927,2014-01-20 00:00:00,XP-21865,OFF-AP-10002311,Westland,Michigan,Central,Standard Class,2014-01-26 00:00:00,6,0.1,4,247.716,935.816,377.7778,-688.1
6331,CA-2014-167927,2014-01-20 00:00:00,XP-21865,OFF-ST-10003123,Westland,Michigan,Central,Standard Class,2014-01-26 00:00:00,6,0.0,2,66.58,159.792,240.0,-93.212
6332,CA-2014-167927,2014-01-20 00:00:00,XP-21865,OFF-AR-10004456,Westland,Michigan,Central,Standard Class,2014-01-26 00:00:00,6,0.0,3,43.92,127.368,290.0,-83.448
6333,CA-2014-167927,2014-01-20 00:00:00,XP-21865,FUR-FU-10002268,Westland,Michigan,Central,Standard Class,2014-01-26 00:00:00,6,0.0,3,14.73,48.609,330.0,-33.879000000000005
6334,CA-2014-167927,2014-01-20 00:00:00,XP-21865,OFF-BI-10004364,Westland,Michigan,Central,Standard Class,2014-01-26 00:00:00,6,0.0,5,29.7,13.365,45.0,16.335
1123,US-2014-147627,2014-01-20 00:00:00,HL-15040,OFF-AR-10002375,Jonesboro,Arkansas,South,Standard Class,2014-01-26 00:00:00,6,0.0,7,22.96,66.584,290.0,-43.624
1124,US-2014-147627,2014-01-20 00:00:00,HL-15040,FUR-FU-10003194,Jonesboro,Arkansas,South,Standard Class,2014-01-26 00:00:00,6,0.0,4,38.6,11.58,30.0,27.020000000000003
1127,US-2014-147627,2014-01-20 00:00:00,HL-15040,FUR-CH-10002331,Jonesboro,Arkansas,South,Standard Class,2014-01-26 00:00:00,6,0.0,3,1067.94,2242.674,210.0,-1174.734
1126,US-2014-147627,2014-01-20 00:00:00,HL-15040,OFF-EN-10001539,Jonesboro,Arkansas,South,Standard Class,2014-01-26 00:00:00,6,0.0,3,23.34,109.698,470.0,-86.35799999999999
1125,US-2014-147627,2014-01-20 00:00:00,HL-15040,OFF-AR-10003811,Jonesboro,Arkansas,South,Standard Class,2014-01-26 00:00:00,6,0.0,3,6.63,17.901,270.0,-11.271
1122,US-2014-147627,2014-01-20 00:00:00,HL-15040,TEC-PH-10001061,Jonesboro,Arkansas,South,Standard Class,2014-01-26 00:00:00,6,0.0,7,699.93,1819.818,260.0,-1119.888
7121,US-2014-147774,2014-01-20 00:00:00,MM-18280,OFF-BI-10003091,Smyrna,Tennessee,South,Standard Class,2014-01-26 00:00:00,6,0.7,1,67.194,-515.154,-766.6667,582.348
9990,CA-2014-110422,2014-01-21 00:00:00,TB-21400,FUR-FU-10001889,Miami,Florida,South,Second Class,2014-01-23 00:00:00,2,0.2,3,25.248,41.028,162.5,-15.779999999999998
9156,CA-2014-102645,2014-01-23 00:00:00,IM-15055,OFF-PA-10001804,Las Vegas,Nevada,West,Standard Class,2014-01-28 00:00:00,5,0.0,6,40.08,192.384,480.0,-152.30399999999997
9887,CA-2014-146997,2014-01-23 00:00:00,SG-20605,OFF-FA-10003467,Lafayette,Indiana,Central,Standard Class,2014-01-27 00:00:00,4,0.0,3,5.94,0.0,0.0,5.94
8151,CA-2014-167997,2014-01-26 00:00:00,CA-11965,FUR-BO-10004409,Rapid City,South Dakota,Central,First Class,2014-01-29 00:00:00,3,0.0,2,141.96,397.488,280.0,-255.528
8150,CA-2014-167997,2014-01-26 00:00:00,CA-11965,OFF-BI-10001758,Rapid City,South Dakota,Central,First Class,2014-01-29 00:00:00,3,0.0,2,10.68,50.196,470.0,-39.516
2585,US-2014-155502,2014-01-26 00:00:00,SD-20485,TEC-PH-10002103,Alexandria,Virginia,South,Standard Class,2014-01-31 00:00:00,5,0.0,2,187.98,526.344,280.0,-338.36400000000003
2584,US-2014-155502,2014-01-26 00:00:00,SD-20485,FUR-FU-10001847,Alexandria,Virginia,South,Standard Class,2014-01-31 00:00:00,5,0.0,3,12.42,44.712,360.0,-32.292
2583,US-2014-155502,2014-01-26 00:00:00,SD-20485,TEC-PH-10004833,Alexandria,Virginia,South,Standard Class,2014-01-31 00:00:00,5,0.0,13,155.35,0.0,0.0,155.35
2582,US-2014-155502,2014-01-26 00:00:00,SD-20485,OFF-PA-10000380,Alexandria,Virginia,South,Standard Class,2014-01-31 00:00:00,5,0.0,2,16.68,8.34,50.0,8.34
2579,US-2014-155502,2014-01-26 00:00:00,SD-20485,FUR-FU-10004587,Alexandria,Virginia,South,Standard Class,2014-01-31 00:00:00,5,0.0,3,62.82,307.818,490.0,-244.998
2580,US-2014-155502,2014-01-26 00:00:00,SD-20485,OFF-ST-10004337,Alexandria,Virginia,South,Standard Class,2014-01-31 00:00:00,5,0.0,8,489.92,0.0,0.0,489.92
2581,US-2014-155502,2014-01-26 00:00:00,SD-20485,OFF-PA-10003072,Alexandria,Virginia,South,Standard Class,2014-01-31 00:00:00,5,0.0,3,19.44,93.312,480.0,-73.872
3795,US-2014-117163,2014-01-27 00:00:00,EJ-13720,OFF-ST-10003692,San Diego,California,West,Standard Class,2014-02-02 00:00:00,6,0.0,1,57.23,143.075,250.0,-85.845
3796,US-2014-117163,2014-01-27 00:00:00,EJ-13720,FUR-TA-10003469,San Diego,California,West,Standard Class,2014-02-02 00:00:00,6,0.2,3,333.0,-16.65,-5.0,349.65
3797,US-2014-117163,2014-01-27 00:00:00,EJ-13720,OFF-AR-10003179,San Diego,California,West,Standard Class,2014-02-02 00:00:00,6,0.0,4,36.44,120.252,330.0,-83.812
3084,CA-2014-100328,2014-01-28 00:00:00,JC-15340,OFF-BI-10000343,New York City,New York,East,Standard Class,2014-02-03 00:00:00,6,0.2,1,3.928,13.257,337.5,-9.329
6388,CA-2014-134103,2014-01-30 00:00:00,MV-18190,OFF-PA-10001204,Detroit,Michigan,Central,Standard Class,2014-02-04 00:00:00,5,0.0,2,10.56,4.752,45.0,5.808000000000001
6389,CA-2014-134103,2014-01-30 00:00:00,MV-18190,OFF-ST-10000991,Detroit,Michigan,Central,Standard Class,2014-02-04 00:00:00,5,0.0,2,229.94,68.982,30.0,160.958
3366,CA-2014-115161,2014-01-31 00:00:00,LC-17050,FUR-BO-10003966,Mission Viejo,California,West,First Class,2014-02-02 00:00:00,2,0.15,2,290.666,34.196,11.7647,256.47
541,CA-2014-140795,2014-02-01 00:00:00,BD-11500,TEC-AC-10001432,Green Bay,Wisconsin,Central,First Class,2014-02-03 00:00:00,2,0.0,6,468.9,206.316,44.0,262.58399999999995
9138,CA-2014-123400,2014-02-02 00:00:00,EB-13930,OFF-BI-10000666,Saint Petersburg,Florida,South,Standard Class,2014-02-09 00:00:00,7,0.7,2,18.336,-12.224,-66.6667,30.56
9139,CA-2014-123400,2014-02-02 00:00:00,EB-13930,TEC-PH-10002890,Saint Petersburg,Florida,South,Standard Class,2014-02-09 00:00:00,7,0.2,5,180.96,13.572,7.5,167.388
1704,CA-2014-139857,2014-02-02 00:00:00,CD-12790,OFF-FA-10001843,San Diego,California,West,Standard Class,2014-02-06 00:00:00,4,0.0,5,12.35,58.045,470.0,-45.695
1518,CA-2014-111059,2014-02-03 00:00:00,TB-21400,OFF-BI-10004593,Seattle,Washington,West,Second Class,2014-02-06 00:00:00,3,0.2,2,83.84,27.248,32.5,56.592
1519,CA-2014-111059,2014-02-03 00:00:00,TB-21400,OFF-BI-10002827,Seattle,Washington,West,Second Class,2014-02-06 00:00:00,3,0.2,3,13.272,43.134,325.0,-29.862000000000002
8585,CA-2014-104808,2014-02-04 00:00:00,MH-17440,OFF-BI-10003676,Escondido,California,West,Second Class,2014-02-08 00:00:00,4,0.2,2,17.248,60.368,350.0,-43.120000000000005
1544,CA-2014-107181,2014-02-04 00:00:00,DB-13270,OFF-BI-10004230,San Diego,California,West,Standard Class,2014-02-08 00:00:00,4,0.2,3,82.896,290.136,350.0,-207.24
1545,CA-2014-107181,2014-02-04 00:00:00,DB-13270,OFF-PA-10000350,San Diego,California,West,Standard Class,2014-02-08 00:00:00,4,0.0,4,34.24,160.928,470.0,-126.68799999999999
8981,CA-2014-108182,2014-02-06 00:00:00,DL-13315,OFF-BI-10001196,Romeoville,Illinois,Central,Second Class,2014-02-10 00:00:00,4,0.8,2,8.952,-147.708,-1650.0,156.66
1998,CA-2014-131905,2014-02-06 00:00:00,ND-18460,OFF-LA-10002787,Chesapeake,Virginia,South,First Class,2014-02-09 00:00:00,3,0.0,4,15.0,7.2,48.0,7.8
1999,CA-2014-131905,2014-02-06 00:00:00,ND-18460,TEC-PH-10003645,Chesapeake,Virginia,South,First Class,2014-02-09 00:00:00,3,0.0,1,161.61,420.186,260.0,-258.57599999999996
2000,CA-2014-131905,2014-02-06 00:00:00,ND-18460,TEC-PH-10001615,Chesapeake,Virginia,South,First Class,2014-02-09 00:00:00,3,0.0,5,144.95,420.355,290.0,-275.40500000000003
850,CA-2014-107755,2014-02-07 00:00:00,CK-12760,TEC-AC-10000710,Linden,New Jersey,East,Standard Class,2014-02-12 00:00:00,5,0.0,7,115.36,496.048,430.0,-380.688
8736,US-2014-169390,2014-02-07 00:00:00,CS-12250,OFF-ST-10001558,New York City,New York,East,Second Class,2014-02-10 00:00:00,3,0.0,4,64.96,9.744,15.0,55.215999999999994
9267,CA-2014-125759,2014-02-08 00:00:00,NM-18445,FUR-FU-10002111,North Las Vegas,Nevada,West,First Class,2014-02-09 00:00:00,1,0.0,2,14.56,55.328,380.0,-40.768
5631,CA-2014-127614,2014-02-11 00:00:00,NF-18385,TEC-AC-10001432,Chesapeake,Virginia,South,Standard Class,2014-02-15 00:00:00,4,0.0,3,234.45,103.158,44.0,131.29199999999997
5632,CA-2014-127614,2014-02-11 00:00:00,NF-18385,FUR-TA-10003715,Chesapeake,Virginia,South,Standard Class,2014-02-15 00:00:00,4,0.0,6,1256.22,753.732,60.0,502.48800000000006
5633,CA-2014-127614,2014-02-11 00:00:00,NF-18385,OFF-BI-10003291,Chesapeake,Virginia,South,Standard Class,2014-02-15 00:00:00,4,0.0,2,17.46,82.062,470.0,-64.602
9256,CA-2014-168368,2014-02-11 00:00:00,GA-14725,OFF-LA-10004853,Columbia,Missouri,Central,Second Class,2014-02-15 00:00:00,4,0.0,3,14.94,68.724,460.0,-53.784000000000006
9260,CA-2014-168368,2014-02-11 00:00:00,GA-14725,OFF-ST-10002583,Columbia,Missouri,Central,Second Class,2014-02-15 00:00:00,4,0.0,2,64.96,25.984,40.0,38.97599999999999
9259,CA-2014-168368,2014-02-11 00:00:00,GA-14725,OFF-BI-10004654,Columbia,Missouri,Central,Second Class,2014-02-15 00:00:00,4,0.0,3,51.9,24.393,47.0,27.506999999999998
9258,CA-2014-168368,2014-02-11 00:00:00,GA-14725,FUR-FU-10002298,Columbia,Missouri,Central,Second Class,2014-02-15 00:00:00,4,0.0,3,332.94,532.704,160.0,-199.76399999999995
9257,CA-2014-168368,2014-02-11 00:00:00,GA-14725,OFF-BI-10004728,Columbia,Missouri,Central,Second Class,2014-02-15 00:00:00,4,0.0,2,9.64,44.344,460.0,-34.704
9255,CA-2014-168368,2014-02-11 00:00:00,GA-14725,FUR-CH-10001146,Columbia,Missouri,Central,Second Class,2014-02-15 00:00:00,4,0.0,1,60.89,152.225,250.0,-91.335
457,US-2014-110674,2014-02-12 00:00:00,SC-20095,FUR-CH-10000225,Concord,California,West,Standard Class,2014-02-18 00:00:00,6,0.2,2,129.568,-24.294,-18.75,153.86200000000002
5467,CA-2014-107706,2014-02-14 00:00:00,ST-20530,OFF-PA-10000466,Houston,Texas,Central,Second Class,2014-02-19 00:00:00,5,0.2,3,16.176,6.066,37.5,10.11
9764,CA-2014-121762,2014-02-14 00:00:00,ML-17395,OFF-SU-10000157,Seattle,Washington,West,Standard Class,2014-02-18 00:00:00,4,0.0,2,238.62,47.724,20.0,190.89600000000002
9763,CA-2014-121762,2014-02-14 00:00:00,ML-17395,OFF-AP-10001293,Seattle,Washington,West,Standard Class,2014-02-18 00:00:00,4,0.0,2,81.96,229.488,280.0,-147.52800000000002
9762,CA-2014-121762,2014-02-14 00:00:00,ML-17395,TEC-AC-10000736,Seattle,Washington,West,Standard Class,2014-02-18 00:00:00,4,0.0,3,239.97,863.892,360.0,-623.922
7438,CA-2014-165568,2014-02-15 00:00:00,BF-11020,OFF-BI-10001031,Seattle,Washington,West,Standard Class,2014-02-19 00:00:00,4,0.2,5,21.36,7.209,33.75,14.151
1333,CA-2014-122567,2014-02-16 00:00:00,MN-17935,OFF-BI-10002012,Dallas,Texas,Central,Standard Class,2014-02-21 00:00:00,5,0.8,3,1.08,-1.728,-160.0,2.808
1334,CA-2014-122567,2014-02-16 00:00:00,MN-17935,OFF-AP-10001303,Dallas,Texas,Central,Standard Class,2014-02-21 00:00:00,5,0.8,2,7.96,-13.93,-175.0,21.89
9516,CA-2014-154165,2014-02-17 00:00:00,DL-13315,OFF-AR-10003631,Chicago,Illinois,Central,Standard Class,2014-02-24 00:00:00,7,0.2,14,54.208,88.088,162.5,-33.879999999999995
8223,CA-2014-152905,2014-02-18 00:00:00,AB-10015,OFF-ST-10000321,Arlington,Texas,Central,Standard Class,2014-02-24 00:00:00,6,0.2,2,12.624,-25.248,-200.0,37.872
6082,US-2014-165589,2014-02-18 00:00:00,TB-21595,FUR-FU-10002396,Lubbock,Texas,Central,Same Day,2014-02-18 00:00:00,0,0.6,5,25.16,-11.322,-45.0,36.482
4521,CA-2014-109491,2014-02-20 00:00:00,LC-16930,TEC-AC-10001284,Richmond,Indiana,Central,Standard Class,2014-02-26 00:00:00,6,0.0,3,62.31,224.316,360.0,-162.006
4522,CA-2014-109491,2014-02-20 00:00:00,LC-16930,FUR-FU-10000221,Richmond,Indiana,Central,Standard Class,2014-02-26 00:00:00,6,0.0,4,20.32,69.088,340.0,-48.767999999999994
8504,CA-2014-164903,2014-02-20 00:00:00,SR-20740,OFF-PA-10003363,Los Angeles,California,West,Standard Class,2014-02-24 00:00:00,4,0.0,2,12.96,62.208,480.0,-49.248
2883,CA-2014-165540,2014-02-21 00:00:00,TM-21010,OFF-BI-10004094,Woodstock,Illinois,Central,Standard Class,2014-02-25 00:00:00,4,0.8,5,8.85,-137.175,-1550.0,146.025
7611,CA-2014-133354,2014-02-22 00:00:00,SA-20830,OFF-PA-10001800,Moreno Valley,California,West,First Class,2014-02-24 00:00:00,2,0.0,3,19.44,93.312,480.0,-73.872
6531,CA-2014-103744,2014-02-23 00:00:00,MG-17875,OFF-BI-10000320,El Paso,Texas,Central,Standard Class,2014-02-27 00:00:00,4,0.8,3,4.428,-68.634,-1550.0,73.062
6530,CA-2014-103744,2014-02-23 00:00:00,MG-17875,OFF-LA-10004425,El Paso,Texas,Central,Standard Class,2014-02-27 00:00:00,4,0.2,3,6.936,23.409,337.5,-16.473
5512,US-2014-137680,2014-02-24 00:00:00,JH-15430,OFF-PA-10000174,Medford,Oregon,West,Standard Class,2014-03-02 00:00:00,6,0.2,4,32.896,111.024,337.5,-78.128
5513,US-2014-137680,2014-02-24 00:00:00,JH-15430,OFF-PA-10000069,Medford,Oregon,West,Standard Class,2014-03-02 00:00:00,6,0.2,3,22.776,76.869,337.5,-54.093
9464,CA-2014-156545,2014-02-27 00:00:00,JS-16030,OFF-AR-10003560,Columbus,Ohio,East,First Class,2014-03-03 00:00:00,4,0.2,4,19.456,34.048,175.0,-14.592000000000002
158,CA-2014-104269,2014-03-01 00:00:00,DB-13060,FUR-CH-10004063,Seattle,Washington,West,Second Class,2014-03-06 00:00:00,5,0.2,2,457.568,514.764,112.5,-57.196000000000026
6549,CA-2014-113880,2014-03-01 00:00:00,VF-21715,OFF-PA-10003036,Elmhurst,Illinois,Central,Standard Class,2014-03-05 00:00:00,4,0.2,3,17.472,56.784,325.0,-39.312
6548,CA-2014-113880,2014-03-01 00:00:00,VF-21715,FUR-CH-10000863,Elmhurst,Illinois,Central,Standard Class,2014-03-05 00:00:00,4,0.3,6,634.116,-1721.172,-271.4286,2355.288
7948,CA-2014-131009,2014-03-01 00:00:00,SC-20380,OFF-FA-10004395,El Paso,Texas,Central,Standard Class,2014-03-05 00:00:00,4,0.2,5,18.84,-35.325,-187.5,54.165000000000006
7949,CA-2014-131009,2014-03-01 00:00:00,SC-20380,FUR-CH-10001270,El Paso,Texas,Central,Standard Class,2014-03-05 00:00:00,4,0.3,6,362.25,0.0,0.0,362.25
7951,CA-2014-131009,2014-03-01 00:00:00,SC-20380,OFF-ST-10001469,El Paso,Texas,Central,Standard Class,2014-03-05 00:00:00,4,0.2,3,129.552,-226.716,-175.0,356.26800000000003
7950,CA-2014-131009,2014-03-01 00:00:00,SC-20380,FUR-FU-10001095,El Paso,Texas,Central,Standard Class,2014-03-05 00:00:00,4,0.6,6,63.552,-349.536,-550.0,413.088
8310,CA-2014-168312,2014-03-01 00:00:00,GW-14605,OFF-ST-10003692,Houston,Texas,Central,Standard Class,2014-03-07 00:00:00,6,0.2,3,137.352,85.845,62.5,51.507000000000005
8311,CA-2014-168312,2014-03-01 00:00:00,GW-14605,FUR-TA-10001866,Houston,Texas,Central,Standard Class,2014-03-07 00:00:00,6,0.3,3,376.509,-430.296,-114.2857,806.8050000000001
5714,US-2014-143707,2014-03-01 00:00:00,HR-14770,TEC-PH-10003655,New York City,New York,East,Standard Class,2014-03-05 00:00:00,4,0.0,3,5.94,16.038,270.0,-10.097999999999999
6059,CA-2014-107524,2014-03-02 00:00:00,KN-16705,OFF-PA-10000587,New York City,New York,East,Standard Class,2014-03-08 00:00:00,6,0.0,5,36.4,17.472,48.0,18.927999999999997
6058,CA-2014-107524,2014-03-02 00:00:00,KN-16705,OFF-EN-10001990,New York City,New York,East,Standard Class,2014-03-08 00:00:00,6,0.0,2,11.36,53.392,470.0,-42.032000000000004
9947,CA-2014-111157,2014-03-02 00:00:00,NH-18610,TEC-AC-10004353,Philadelphia,Pennsylvania,East,Standard Class,2014-03-06 00:00:00,4,0.2,3,151.2,32.13,21.25,119.07
9946,CA-2014-111157,2014-03-02 00:00:00,NH-18610,OFF-PA-10000327,Philadelphia,Pennsylvania,East,Standard Class,2014-03-06 00:00:00,4,0.2,1,3.424,1.07,31.25,2.354
